title_a,url_a,words_a,title_b,url_b,words_b,cosine,simhash_hamming,problem_categories,notes
شركة مكافحة النمل الأبيض (الرمة) بالخبر,https://www.rukn-eltatawer.com/sa/termite-control-khobar/,1844,شركة مكافحة النمل الأبيض (الرمة) بمكة المكرمة,https://www.rukn-eltatawer.com/sa/termite-control-mecca/,1925,0.9908,1,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة تركيب وصيانة مضخات مياه وصرف صحي بمكة المكرمة,https://www.rukn-eltatawer.com/sa/water-pumps-mecca/,2041,شركة تركيب وصيانة مضخات مياه وصرف صحي بالرياض,https://www.rukn-eltatawer.com/sa/water-pumps-riyadh/,1993,0.9908,4,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الرياض) بعد توحيد اسم المدينة
شركة كشف تسربات المياه بجدة,https://www.rukn-eltatawer.com/sa/water-leak-detection-jeddah/,2250,كشف تسربات المياه في شرق جدة,https://www.rukn-eltatawer.com/sa/water-leak-detection-east-jeddah/,1936,0.9908,1,duplicate_similar,تعارض كلمات مفتاحية داخل نفس المدينة (جدة) — صفحتان تتصارعان على نفس النية
كشف تسربات المياه في الباحة,https://www.rukn-eltatawer.com/sa/water-leak-detection-al-baha/,1901,كشف تسربات المياه في غرب الرياض,https://www.rukn-eltatawer.com/sa/water-leak-detection-west-riyadh/,1962,0.9908,4,duplicate_similar,نسخة مدينة شبه مطابقة (الباحة ↔ الرياض) بعد توحيد اسم المدينة
كشف تسربات المياه في بريدة,https://www.rukn-eltatawer.com/sa/water-leak-detection-buraidah/,1906,كشف تسربات المياه في خميس مشيط,https://www.rukn-eltatawer.com/sa/water-leak-detection-khamis-mushait/,1975,0.9908,4,duplicate_similar,نسخة مدينة شبه مطابقة (بريدة ↔ خميس مشيط) بعد توحيد اسم المدينة
شركة تأسيس كهرباء وسباكة لمبنى جديد بالخبر,https://www.rukn-eltatawer.com/sa/new-building-electrical-plumbing-khobar/,1928,شركة تأسيس كهرباء وسباكة لمبنى جديد بمكة المكرمة,https://www.rukn-eltatawer.com/sa/new-building-electrical-plumbing-mecca/,2012,0.9907,3,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ مكة المكرمة) بعد توحيد اسم المدينة
كشف تسربات المياه في جازان,https://www.rukn-eltatawer.com/sa/water-leak-detection-jazan/,1879,كشف تسربات المياه في تبوك,https://www.rukn-eltatawer.com/sa/water-leak-detection-tabuk/,1881,0.9907,6,duplicate_similar,نسخة مدينة شبه مطابقة (جازان ↔ تبوك) بعد توحيد اسم المدينة
شركة فحص فلل ومباني قبل الشراء بمكة المكرمة,https://www.rukn-eltatawer.com/sa/villa-inspection-mecca/,1972,شركة فحص فلل ومباني قبل الشراء بالرياض,https://www.rukn-eltatawer.com/sa/villa-inspection-riyadh/,1901,0.9905,5,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الرياض) بعد توحيد اسم المدينة
شركة تنظيف أرضيات رخام وجلي رخام بالخبر,https://www.rukn-eltatawer.com/sa/marble-polishing-khobar/,1941,شركة تنظيف أرضيات رخام وجلي رخام بالدمام,https://www.rukn-eltatawer.com/sa/marble-polishing-dammam/,1951,0.9905,4,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ الدمام) بعد توحيد اسم المدينة
شركة تأسيس كهرباء وسباكة لمبنى جديد بأبها,https://www.rukn-eltatawer.com/sa/new-building-electrical-plumbing-abha/,1925,شركة تأسيس كهرباء وسباكة لمبنى جديد بالدمام,https://www.rukn-eltatawer.com/sa/new-building-electrical-plumbing-dammam/,1928,0.9905,5,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الدمام) بعد توحيد اسم المدينة
شركة تأسيس كهرباء وسباكة لمبنى جديد بالطائف,https://www.rukn-eltatawer.com/sa/new-building-electrical-plumbing-taif/,1926,شركة تأسيس كهرباء وسباكة لمبنى جديد بالخبر,https://www.rukn-eltatawer.com/sa/new-building-electrical-plumbing-khobar/,1928,0.9905,5,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ الخبر) بعد توحيد اسم المدينة
شركة تعبئة فريون مكيفات بالطائف,https://www.rukn-eltatawer.com/sa/ac-freon-refill-taif/,1795,شركة تعبئة فريون مكيفات بالرياض,https://www.rukn-eltatawer.com/sa/ac-freon-refill-riyadh/,1803,0.9905,5,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ الرياض) بعد توحيد اسم المدينة
شركة تنظيف أرضيات رخام وجلي رخام بمكة المكرمة,https://www.rukn-eltatawer.com/sa/marble-polishing-mecca/,1995,شركة تنظيف أرضيات رخام وجلي رخام بجدة,https://www.rukn-eltatawer.com/sa/marble-polishing-jeddah/,1943,0.9905,2,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ جدة) بعد توحيد اسم المدينة
كشف تسربات المياه في الباحة,https://www.rukn-eltatawer.com/sa/water-leak-detection-al-baha/,1901,كشف تسربات المياه في شرق جدة,https://www.rukn-eltatawer.com/sa/water-leak-detection-east-jeddah/,1936,0.9905,6,duplicate_similar,نسخة مدينة شبه مطابقة (الباحة ↔ جدة) بعد توحيد اسم المدينة
شركة فحص فلل ومباني قبل الشراء بالدمام,https://www.rukn-eltatawer.com/sa/villa-inspection-dammam/,1891,شركة فحص فلل ومباني قبل الشراء بجدة,https://www.rukn-eltatawer.com/sa/villa-inspection-jeddah/,1898,0.9904,5,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ جدة) بعد توحيد اسم المدينة
شركة تركيب وصيانة فلاتر مياه بمكة المكرمة,https://www.rukn-eltatawer.com/sa/water-filters-mecca/,1918,شركة تركيب وصيانة فلاتر مياه بالخبر,https://www.rukn-eltatawer.com/sa/water-filters-khobar/,1830,0.9904,1,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الخبر) بعد توحيد اسم المدينة
شركة تركيب وصيانة أجهزة تبريد مياه الخزانات بالطائف,https://www.rukn-eltatawer.com/sa/tank-water-chiller-taif/,2038,شركة تركيب وصيانة أجهزة تبريد مياه الخزانات بجدة,https://www.rukn-eltatawer.com/sa/tank-water-chiller-jeddah/,2026,0.9904,6,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ جدة) بعد توحيد اسم المدينة
شركة تركيب وحدات تكييف نافذة بالخبر,https://www.rukn-eltatawer.com/sa/window-ac-installation-khobar/,1864,شركة تركيب وحدات تكييف نافذة بمكة المكرمة,https://www.rukn-eltatawer.com/sa/window-ac-installation-mecca/,1965,0.9904,5,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة تركيب تكييف مركزي جديد بالدمام,https://www.rukn-eltatawer.com/sa/new-central-ac-installation-dammam/,1892,شركة تركيب تكييف مركزي جديد بجدة,https://www.rukn-eltatawer.com/sa/new-central-ac-installation-jeddah/,1897,0.9904,1,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ جدة) بعد توحيد اسم المدينة
شركة تركيب أجهزة تكييف طاقة شمسية بمكة المكرمة,https://www.rukn-eltatawer.com/sa/solar-ac-installation-mecca/,2013,شركة تركيب أجهزة تكييف طاقة شمسية بالرياض,https://www.rukn-eltatawer.com/sa/solar-ac-installation-riyadh/,1952,0.9904,2,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الرياض) بعد توحيد اسم المدينة
كشف تسربات المياه في جازان,https://www.rukn-eltatawer.com/sa/water-leak-detection-jazan/,1879,كشف تسربات المياه في شمال جدة,https://www.rukn-eltatawer.com/sa/water-leak-detection-north-jeddah/,1948,0.9904,6,duplicate_similar,نسخة مدينة شبه مطابقة (جازان ↔ جدة) بعد توحيد اسم المدينة
شركة تركيب وصيانة أجهزة تبريد مياه الخزانات بمكة المكرمة,https://www.rukn-eltatawer.com/sa/tank-water-chiller-mecca/,2110,شركة تركيب وصيانة أجهزة تبريد مياه الخزانات بالرياض,https://www.rukn-eltatawer.com/sa/tank-water-chiller-riyadh/,2057,0.9903,3,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الرياض) بعد توحيد اسم المدينة
شركة تركيب وصيانة أنظمة تنقية الهواء بالطائف,https://www.rukn-eltatawer.com/sa/air-purification-taif/,1942,شركة تركيب وصيانة أنظمة تنقية الهواء بجدة,https://www.rukn-eltatawer.com/sa/air-purification-jeddah/,1946,0.9903,5,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ جدة) بعد توحيد اسم المدينة
شركة تنظيف أرضيات رخام وجلي رخام بالدمام,https://www.rukn-eltatawer.com/sa/marble-polishing-dammam/,1951,شركة تنظيف أرضيات رخام وجلي رخام بمكة المكرمة,https://www.rukn-eltatawer.com/sa/marble-polishing-mecca/,1995,0.9903,2,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ مكة المكرمة) بعد توحيد اسم المدينة
كهربائي منازل بالدمام,https://www.rukn-eltatawer.com/sa/home-electrician-dammam/,1718,شركة كهربائي منازل بالدمام,https://www.rukn-eltatawer.com/sa/home-electrician-elec-dammam/,1721,0.9903,2,duplicate_similar,تعارض كلمات مفتاحية داخل نفس المدينة (الدمام) — صفحتان تتصارعان على نفس النية
شركة تنظيف وصيانة دكتات المكيفات بالدمام,https://www.rukn-eltatawer.com/sa/duct-cleaning-dammam/,1857,شركة تنظيف وصيانة دكتات المكيفات بالخبر,https://www.rukn-eltatawer.com/sa/duct-cleaning-khobar/,1840,0.9902,2,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ الخبر) بعد توحيد اسم المدينة
شركة تركيب شبكات ري حديثة بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/modern-irrigation-medina/,1908,شركة تركيب شبكات ري حديثة بمكة المكرمة,https://www.rukn-eltatawer.com/sa/modern-irrigation-mecca/,1889,0.9902,5,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة تركيب أنظمة طاقة شمسية بمكة المكرمة,https://www.rukn-eltatawer.com/sa/solar-systems-installation-mecca/,1921,شركة تركيب أنظمة طاقة شمسية بالخبر,https://www.rukn-eltatawer.com/sa/solar-systems-installation-khobar/,1828,0.9902,3,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الخبر) بعد توحيد اسم المدينة
شركة تشطيب ودهان فلل جديدة بالطائف,https://www.rukn-eltatawer.com/sa/new-villa-finishing-painting-taif/,1892,شركة تشطيب ودهان فلل جديدة بالخبر,https://www.rukn-eltatawer.com/sa/new-villa-finishing-painting-khobar/,1885,0.9902,6,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ الخبر) بعد توحيد اسم المدينة
شركة تركيب وصيانة مضخات مياه وصرف صحي بأبها,https://www.rukn-eltatawer.com/sa/water-pumps-abha/,1952,شركة تركيب وصيانة مضخات مياه وصرف صحي بالطائف,https://www.rukn-eltatawer.com/sa/water-pumps-taif/,1970,0.9902,2,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الطائف) بعد توحيد اسم المدينة
سباك منازل بالخبر,https://www.rukn-eltatawer.com/sa/home-plumber-khobar/,1702,شركة سباك منازل بالخبر,https://www.rukn-eltatawer.com/sa/home-plumber-elec-khobar/,1721,0.9902,2,duplicate_similar,تعارض كلمات مفتاحية داخل نفس المدينة (الخبر) — صفحتان تتصارعان على نفس النية
شركة تركيب باركيه وأرضيات خشب بأبها,https://www.rukn-eltatawer.com/sa/parquet-abha/,1799,شركة تركيب باركيه وأرضيات خشب بالدمام,https://www.rukn-eltatawer.com/sa/parquet-dammam/,1824,0.9901,0,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الدمام) بعد توحيد اسم المدينة
